PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,OS MAKER,BROWSER,BROWSER VERSION,APPLICATION,APPLICATION VERSION,LANGUAGE CODE,COUNTRY CODE,UNKNOWN PROPERTIES
10753,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; BlackBerry Runtime for Android Apps Build/2.0.1.30) Times/1.2.3",Smartphone,Unknown,BlackBerry Runtime for Android Apps,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,3
10752,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:6.0.2) Gecko/20100101 Firefox/6.0.2",Computer,Apple,Computer,Unknown,MAC OS X,10.7,Apple Inc.,Firefox,6.0.2,Unknown,Unknown,Unknown,Unknown,5
10713,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BM) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,BM,1
10696,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.1)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
10681,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB7.4; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C)",Computer,Unknown,Computer,Unknown,WINDOWS,Vista,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
10626,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-AR) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,es,AR,1
10626,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,7.0,Unknown,Unknown,Unknown,Unknown,6
10608,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times of London/1.3",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times of London,1.3,en,US,1
10601,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; sv-SE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,sv,SE,1
10593,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nl-NL) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,nl,NL,1
10590,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-PK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,PK,1
10583,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; MB860 Build/4.5.2A-74_OLE-31.2) Times/1.3.0",Smartphone,Unknown,MB860,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
10582,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; de-DE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,de,DE,1
10569,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.2",Smartphone,Unknown,GT-S5830,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
10523,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
10489,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,6.0,Unknown,Unknown,Unknown,Unknown,6
10442,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) Times/1.2.3",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,4.0.4,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,3
10440,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; A1_07 Build/GRJ22) Times/1.3.0",Smartphone,Unknown,A1 07,Unknown,ANDROID,2.3.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
10410,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.54.16 (KHTML, like Gecko) Version/5.1.4 Safari/534.54.16",Computer,Apple,Computer,Unknown,MAC OS X,10.6.8,Apple Inc.,Safari,5.1.4,Unknown,Unknown,Unknown,Unknown,5
10408,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.2",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
10379,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,HK,1
10332,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; X10i Build/3.0.1.G.0.75) Times/1.3.0",Smartphone,Unknown,X10i,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
10309,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; XT910 Build/6.7.2-180_SPU-19-TA-11.6) Times/1.3.0",Smartphone,Unknown,XT910,Unknown,ANDROID,4.0.4,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
10291,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,en,US,1
10286,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50",Computer,Apple,Computer,Unknown,MAC OS X,10.6.8,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,5
10286,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-PT) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,pt,PT,1
10282,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,4.0.4,Google Inc.,Safari,4.0,Unknown,Unknown,en,gb,4
10240,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; ca-ES) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,ca,ES,1
10232,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; Orange Monte Carlo Build/OUK_B08) Times/1.3.0",Smartphone,Unknown,Orange Monte Carlo,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
10213,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) iPadTimesAnvil/2.6.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.6.1,en,GB,1
10206,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.2,Apple Inc.,Mozilla,Unknown,Times,1.3.1,en,GB,1
10198,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-AU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,AU,1
10196,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.4,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
10181,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; ru-RU) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,ru,RU,1
10129,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
10122,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.1,it,IT,1
10115,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-GB; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,3.6.10,Unknown,Unknown,en,GB,4
10089,"Opera/9.80 (Windows NT 6.1; WOW64; U; en) Presto/2.10.229 Version/11.64",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Opera,11.64,Unknown,Unknown,Unknown,Unknown,6
10069,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US-POSIX) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,Unknown,Unknown,3
10061,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Apple,Computer,Unknown,MAC OS X,10.8,Apple Inc.,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,5
10061,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,en,US,1
10053,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0_2 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,4.0.2,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
10048,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; BOIE9;ENGB)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
10034,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-AT) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,de,AT,1
10027,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,fr,FR,1
10001,"Mozilla/5.0 (Windows NT 5.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Firefox,9.0.1,Unknown,Unknown,Unknown,Unknown,6
9997,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:9.0.1) Gecko/20100101 Firefox/9.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,9.0.1,Unknown,Unknown,Unknown,Unknown,6
9984,"Mozilla/5.0 (iPod; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",Smartphone,Apple,iPod,iPod,iOS,5.1.1,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,4
9976,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-I9100 Build/IML74K) Times/1.2",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
9965,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; Nexus One Build/GRK39F) Times/1.3.0",Smartphone,Unknown,Nexus One,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
9934,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-SG) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.2,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,SG,1
9932,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.79 Safari/537.1",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,21.0.1180.79,Unknown,Unknown,Unknown,Unknown,6
9929,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X; en-us) AppleWebKit/534.46.0 (KHTML, like Gecko) CriOS/21.0.1180.80 Mobile/9B206 Safari/7534.48.3",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Safari,Unknown,Unknown,Unknown,en,us,3
9926,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,BE,1
9898,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-PK) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,PK,1
9887,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,fr,FR,1
9873,"Mozilla/5.0 (compatible; MSIE 9.0; AOL 9.6; AOLBuild 4340.5004; Windows NT 6.1; WOW64; Trident/5.0; MATM)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
9855,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.0.2",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.0.2,en,gb,3
9830,"Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; ST27i Build/6.0.B.3.184) Times/1.3.0",Smartphone,Unknown,ST27i,Unknown,ANDROID,2.3.7,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
9743,"Mozilla/5.0 (Linux; U; Android 2.2.1; en-gb; HTC Wildfire Build/FRG83D) Times/1.0.2",Smartphone,HTC,Wildfire,Unknown,ANDROID,2.2.1,Google Inc.,Mozilla,Unknown,Times,1.0.2,en,gb,2
9737,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-US) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,4.3.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,US,1
9701,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-I9100P Build/IML74K) Times/1.2",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
9685,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.0.2",Smartphone,Apple,iPod touch,iPod touch,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.0.2,en,GB,1
9681,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/5.1 Safari/534.48.3",Computer,Apple,Computer,Unknown,MAC OS X,10.7,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,5
9669,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Times,1.1,en,GB,1
9655,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,Unknown,Unknown,3
9647,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-US) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,US,1
9627,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",Computer,Unknown,Computer,Unknown,WINDOWS,8,Microsoft Corporation,Internet Explorer,10.0,Unknown,Unknown,Unknown,Unknown,6
9624,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",Computer,Apple,Computer,Unknown,MAC OS X,10.8.2,Apple Inc.,Chrome,22.0.1229.94,Unknown,Unknown,Unknown,Unknown,5
9621,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,en,CA,1
9602,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,CA,1
9571,"Mozilla/5.0 (iPad; U; CPU OS 4_3_2 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5",Tablet,Apple,iPad,iPad,iOS,4.3.2,Apple Inc.,Safari,5.0.2,Unknown,Unknown,en,gb,2
9567,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-IE) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,IE,1
9560,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,it,IT,1
9555,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
9525,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
9462,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.168 Chrome/18.0.1025.168 Safari/535.19",Computer,Unknown,Computer,Unknown,LINUX,Unknown,Other,Chrome,18.0.1025.168,Unknown,Unknown,Unknown,Unknown,7
9462,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,20.0.1132.57,Unknown,Unknown,Unknown,Unknown,6
9460,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,4.3,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
9445,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire HD A9191 Build/GRJ90) Times/1.0.2",Smartphone,HTC,Desire HD A9191,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.0.2,en,gb,2
9441,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; he-IL) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,he,IL,1
9438,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,Unknown,Unknown,3
9414,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Apple Mail,Unknown,Unknown,Unknown,Unknown,Unknown,7
9411,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-CN) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,zh,CN,1
9400,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; fr-CH) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,fr,CH,1
9388,"Mozilla/5.0 (Linux; U; Android 2.2.2; en-gb; HTC Desire Build/FRG83G) Times/1.0.2",Smartphone,HTC,Desire,Unknown,ANDROID,2.2.2,Google Inc.,Mozilla,Unknown,Times,1.0.2,en,gb,2
9381,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.2",Smartphone,Apple,iPhone,iPhone,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,Times,1.2,en,GB,1
9369,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
9341,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUSMSE)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
9335,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Times/1.0.2",Smartphone,Apple,iPhone,iPhone,iOS,5.0,Apple Inc.,Mozilla,Unknown,Times,1.0.2,en,GB,1
9317,"Mozilla/5.0 (Linux; U; Android 2.2; en-gb; GT-I5500 Build/FROYO) Times/1.2.3",Smartphone,Unknown,GT-I5500,Unknown,ANDROID,2.2,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,3
9289,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Smartphone,Unknown,GT-S5830i,Unknown,ANDROID,2.3.6,Google Inc.,Safari,4.0,Unknown,Unknown,en,gb,4
9278,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; de-CH) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,de,CH,1
9275,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.54.16 (KHTML, like Gecko) Version/5.1.4 Safari/534.54.16",Computer,Apple,Computer,Unknown,MAC OS X,10.7.3,Apple Inc.,Safari,5.1.4,Unknown,Unknown,Unknown,Unknown,5
9266,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-NZ) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,NZ,1
9255,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-PT) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,pt,PT,1
9237,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-CA) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,CA,1
9228,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-PH) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,PH,1
9214,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; sv-SE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,sv,SE,1
9182,"Mozilla/5.0 (Linux; U; Android 2.2.2; en-gb; YP-G70 Build/FROYO) Times/1.2.3",Smartphone,Unknown,YP-G70,Unknown,ANDROID,2.2.2,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,3
9157,"Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Unknown,Computer,Unknown,LINUX,Unknown,Other,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,7
