PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,BROWSER,BROWSER VERSION,UNKNOWN PROPERTIES
41746,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; sv-SE) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
41666,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-NZ) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
41584,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; en) AppleWebKit/533.19.4 (KHTML like Gecko) Version/4.1.3 Safari/533.19.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.4.11,Safari,4.1.3,2
41504,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.79 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.5.8,Chrome,21.0.1180.79,2
41462,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5830,Unknown,Android,2.3.5,Mozilla,Unknown,3
41356,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
41231,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.6,Firefox,14.0.1,2
41116,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.53.11 (KHTML like Gecko) Version/5.1.3 Safari/534.53.10,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.3,Safari,5.1.3,2
40650,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,7.0,3
40573,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.57.2 (KHTML like Gecko) Version/5.1.7 Safari/534.57.2,Computer,Unknown,Unknown,Unknown,Windows,7,Safari,5.1.7,3
40522,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
40426,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5830,Unknown,Android,2.3.6,Mozilla,Unknown,3
40402,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.5,Chrome,22.0.1229.79,2
40235,Mozilla/5.0 (Linux; U; Android 2.2; en-gb; GT-P1000 Build/FROYO) Times/1.2.3,Tablet,Unknown,GT-P1000,Unknown,Android,2.2,Mozilla,Unknown,3
39881,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-US) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
39856,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPod touch,iPod touch,iOS,4.2.1,Mozilla,Unknown,1
39794,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-AU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
39784,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
39660,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.7,Firefox,14.0.1,2
39026,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
39020,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
38662,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.0,Mozilla,Unknown,1
38585,Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5,Tablet,Apple,iPad,iPad,iOS,4.3.5,Safari,5.0.2,0
38061,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
37864,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
37765,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.4,Mozilla,Unknown,1
37612,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; zh-CN) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
37546,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;ENGB),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
37447,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-SG) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
37441,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; ru-RU) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
37412,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
37263,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
37093,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
37086,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-IE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
36966,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.4,Chrome,22.0.1229.79,2
36885,Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,12.0,3
36821,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
36434,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC One V Build/IML74K) Times/1.3.0,Mobile,HTC,One V,Unknown,Android,4.0.3,Mozilla,Unknown,2
36077,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LT26i Build/6.1.A.0.454) Times/1.3.0,Mobile,Unknown,LT26i,Unknown,Android,4.0.4,Mozilla,Unknown,3
35484,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.92 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,22.0.1229.92,3
35402,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,12.0,3
35222,Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,21.0.1180.89,3
35118,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.1,Mozilla,Unknown,1
34844,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fi-FI) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
34462,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; ja-JP) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
34247,Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; ST25i Build/6.0.B.3.184) Times/1.3.0,Mobile,Unknown,ST25i,Unknown,Android,2.3.7,Mozilla,Unknown,3
34208,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-IE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
34158,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
34085,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Firefox,15.0.1,3
33923,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,13.0.1,3
33496,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; el-GR) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
33370,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
33366,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
33289,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-AT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
33206,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,4.3,Mozilla,Unknown,1
33115,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
32994,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Mobile/10A403,Mobile,Apple,iPhone,iPhone,iOS,6.0,Apple Mail,Unknown,1
32973,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9100P,Unknown,Android,2.3.5,Mozilla,Unknown,3
32945,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
32901,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-BR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
32629,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
32396,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
32297,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
32051,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
31944,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9070 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9070,Unknown,Android,2.3.6,Mozilla,Unknown,3
31934,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BM) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
31840,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,4.3.3,Mozilla,Unknown,1
31424,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-ZA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
31234,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
31163,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.3,Mozilla,Unknown,1
31061,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
31030,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Apple,Unknown,Unknown,Mac OS X,10.6,Firefox,15.0,2
31007,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fi-FI) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
31002,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-MT) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
30912,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
30874,Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5,Tablet,Apple,iPad,iPad,iOS,4.3.5,Safari,5.0.2,0
30828,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9000 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9000,Unknown,Android,2.3.6,Mozilla,Unknown,3
30714,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
30601,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.5,Mozilla,Unknown,1
30398,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; de-DE) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
30208,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
29392,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
29327,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Apple,Unknown,Unknown,Mac OS X,10.7,Firefox,15.0,2
29294,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-HK) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
29219,Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5,Tablet,Apple,iPad,iPad,iOS,4.3.3,Safari,5.0.2,0
29056,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BB) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
29000,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
28918,Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_2 like Mac OS X; en-US) iPadTimes/2.4,Tablet,Apple,iPad,iPad,iOS,3.2.2,Mozilla,Unknown,1
28763,Mozilla/5.0 (Linux; U; Android 4.0.4; en-ie; GT-I9300 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-I9300,Unknown,Android,4.0.4,Mozilla,Unknown,3
28579,Mozilla/5.0 (Linux; U; Android 2.2; en-gb; HTC Desire Build/FRF91) Times/1.2.3,Mobile,HTC,Desire,Unknown,Android,2.2,Mozilla,Unknown,2
28523,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
28469,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100P Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-I9100P,Unknown,Android,4.0.4,Mozilla,Unknown,3
28315,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
28248,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
28173,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
28078,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML like Gecko) Version/5.1.1 Safari/534.51.22,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.2,Safari,5.1.1,2
27976,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
27878,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
27787,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,4.3.5,Mozilla,Unknown,1
27718,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-HK) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
27702,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
27661,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-IE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
27451,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US-POSIX) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
27434,Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; NOKIA; Lumia 710) TheTimes.App,Mobile,NOKIA,Lumia 710,Lumia 710,Windows,Mobile 7,Internet Explorer,7.0,0
27423,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,16.0,3
27420,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/533.19.4 (KHTML like Gecko) Version/4.1.3 Safari/533.19.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.4.11,Safari,4.1.3,2
27397,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.2,Mobile,Unknown,GT-I9100P,Unknown,Android,2.3.4,Mozilla,Unknown,3
27395,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-CH) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
27323,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
27309,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
27014,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
26964,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; HTC Vision Build/GRI40) Times/1.3.0,Mobile,HTC,Vision,Unknown,Android,2.3.3,Mozilla,Unknown,2
26900,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
26748,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
26739,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-LU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
26686,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; pl-PL) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
26521,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; SK17i Build/4.0.2.A.0.62) Times/1.3.0,Mobile,Unknown,SK17i,Unknown,Android,2.3.4,Mozilla,Unknown,3
26359,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
26336,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; MT15i Build/4.0.2.A.0.62) Times/1.3.0,Mobile,Unknown,MT15i,Unknown,Android,2.3.4,Mozilla,Unknown,3
25972,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
25815,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP06),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
25809,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
25587,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; DB01027012; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 1.1.4322; .NET CLR 3.0.04506.648; .NET CLR 1.0.3705; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,7.0,3
25567,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
25475,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
25405,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
25348,Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Robot/Spider,Unknown,7
25329,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-KE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
25184,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
